University,City,Country,CourseName,CourseDescription,StartDate,EndDate,Price,Currency
Southwest Petroleum University,Mingyu,China,VP Sales,Customizable solution-oriented success,2016-03-16,2016-06-16,7679.75,CNY
Guangdong University of Technology,Zhichanghe,China,Software Consultant,Re-contextualized coherent info-mediaries,2018-06-11,2018-07-13,4545.72,CNY
Damascus University,Tall aḑ Ḑamān,Syria,Sales Representative,Optional stable access,2019-11-09,2020-03-25,4635.14,SYP
University of San Agustin,Cogtong,Philippines,Chemical Engineer,Sharable secondary function,2018-07-31,2019-01-25,9697.85,PHP
Universitas Janabadra,Mandor,Indonesia,Technical Writer,Progressive actuating forecast,2018-03-07,2018-07-18,4571.33,IDR
Xiangtan University,Leiwang,China,Civil Engineer,Cross-group analyzing capability,2016-03-26,2016-04-15,8159.29,CNY
"Music Academy ""Karol Lipinski"" in Wroclaw",Świecie nad Osą,Poland,Help Desk Operator,Object-based analyzing synergy,2016-07-29,2016-10-11,8371.2,PLN
National Technical University (Kiev Politechnical Institute),Troyits’ke,Ukraine,Sales Associate,Fundamental leading edge alliance,2019-05-10,2019-06-18,9499.49,UAH
University of Luxemburg,Bissen,Luxembourg,Accountant II,Ergonomic discrete pricing structure,2017-08-05,2017-12-21,2705.57,EUR
"Universidad Catolica ""Redemptoris Mater""",Jinotega,Nicaragua,Recruiting Manager,Profound high-level moderator,2017-01-23,2017-08-02,1118.52,NIO
European University Portugal,Cruzeiro,Portugal,Assistant Media Planner,Secured attitude-oriented approach,2018-05-17,2018-07-19,389.95,EUR
Jigjiga University,Gimbi,Ethiopia,Accounting Assistant II,Progressive stable knowledge user,2017-11-15,2018-04-23,7306.7,ETB
Universidad Dr. Rafael Belloso Chacín,Temblador,Venezuela,Programmer IV,Implemented static hierarchy,2017-05-16,2017-06-14,8258.64,VEF
National University of Samoa,Solosolo,Samoa,Biostatistician III,Future-proofed radical open architecture,2019-04-04,2019-09-27,7719.43,WST
Universidad Tecnológica Oteima,Tubualá,Panama,Marketing Manager,Extended solution-oriented synergy,2018-01-12,2018-01-16,6359.47,PAB
China Medical University Shenyang,Xiaolong,China,Physical Therapy Assistant,Multi-channelled multi-state middleware,2018-03-24,2018-09-27,1513.17,CNY
Perm State Medical Academy,Donetsk,Russia,Graphic Designer,User-centric actuating complexity,2016-08-29,2016-09-09,3347.78,RUB
Tver State Medical Academy,Murmino,Russia,Database Administrator II,Monitored 5th generation circuit,2017-06-28,2018-01-10,8009.12,RUB
Instituto Superior de Informática e Gestão,Gala,Portugal,Administrative Officer,Face to face dedicated software,2017-01-14,2017-02-14,1027.78,EUR
Beijing University of Chemical Technology,Yangdi,China,Data Coordinator,Diverse heuristic intranet,2016-12-09,2017-01-11,7701.2,CNY
Universitas Ibn Khaldun Bogor,Gayam,Indonesia,Help Desk Technician,Compatible web-enabled methodology,2018-10-13,2019-05-17,8982.25,IDR
Jiangsu University of Science and Technology,Beitan,China,VP Product Management,Function-based coherent interface,2019-01-20,2019-06-11,5097.78,CNY
Mahachulalongkorn Buddhist University,Thoeng,Thailand,Software Consultant,Phased hybrid circuit,2019-10-15,2020-05-20,8202.55,THB
University of Victoria,Chilliwack,Canada,Software Test Engineer II,Down-sized fresh-thinking methodology,2019-07-21,2020-02-06,4592.51,CAD
Anglo-American University,Smiřice,Czech Republic,Senior Cost Accountant,Digitized client-driven intranet,2018-11-05,2019-02-04,546.0,CZK
Nanjing University of Posts and Telecommunications,Xinkai,China,Web Developer I,Integrated 24/7 help-desk,2017-01-12,2017-02-16,5244.51,CNY
Instituto Politécnico de Beja,Vilarinho da Castanheira,Portugal,Desktop Support Technician,Enhanced attitude-oriented throughput,2019-11-20,2020-04-28,4480.61,EUR
Oriental University,Sloboda,Russia,Senior Cost Accountant,Innovative grid-enabled alliance,2017-01-26,2017-07-23,4696.33,RUB
3rd Military Medical University,Beicheng,China,Professor,Right-sized dedicated hierarchy,2018-04-16,2018-07-02,3689.85,CNY
National University of Science and Technology Bulawayo,Marondera,Zimbabwe,Food Chemist,Sharable global internet solution,2017-08-10,2017-12-11,6396.75,ZWL
American College of Thessaloniki,Igoumenítsa,Greece,Database Administrator III,Enhanced eco-centric access,2018-04-30,2018-08-21,3868.92,EUR
Surgut State University,Severodvinsk,Russia,Help Desk Technician,Polarised contextually-based challenge,2019-09-01,2020-03-03,2492.34,RUB
University of Information Technology and Management in Rzeszow,Nowy Tomyśl,Poland,Speech Pathologist,Managed upward-trending solution,2018-03-14,2018-05-25,3597.21,PLN
"City University of New York, School of Law at Queens College",Hollywood,United States,Senior Cost Accountant,Down-sized methodical customer loyalty,2019-03-26,2019-10-20,5792.71,USD
Universitas Tanjungpura,Modis,Indonesia,Administrative Assistant I,Multi-layered global customer loyalty,2017-01-23,2017-02-12,7644.55,IDR
Universidad de Concepción del Uruguay,Aguilares,Argentina,Assistant Manager,Operative asymmetric knowledge base,2018-10-11,2018-12-17,8471.54,ARS
National University of Laos,Viangxai,Laos,Graphic Designer,Secured fresh-thinking hierarchy,2017-05-12,2017-05-16,2398.67,LAK
St. Petersburg Institute of Sales Management and Economics,Terek,Russia,Database Administrator III,Advanced radical internet solution,2019-08-30,2020-02-11,6309.11,RUB
Universidad del Norte,La Esperanza,Mexico,Dental Hygienist,Vision-oriented even-keeled secured line,2019-02-10,2019-06-02,5323.74,MXN
Université Gaston Berger Saint-Louis,Richard-Toll,Senegal,VP Sales,Integrated 5th generation alliance,2018-01-09,2018-04-24,4211.22,XOF
Instituto Superior de Entre Douro e Vouga,Macieira de Rates,Portugal,Quality Engineer,Total grid-enabled functionalities,2019-08-09,2019-09-09,5997.17,EUR
Universidade Nova de Lisboa,Bárrio,Portugal,Structural Analysis Engineer,Down-sized secondary interface,2017-07-07,2017-10-13,148.5,EUR
Universitas Ma Chung,Saparua,Indonesia,Media Manager I,Inverse incremental intranet,2019-04-24,2019-09-10,5560.42,IDR
Hunan University,Fanzhen,China,Dental Hygienist,Ameliorated full-range knowledge user,2019-04-26,2019-08-18,246.06,CNY
Poznan School of Banking,Szklarska Poręba,Poland,Office Assistant III,Object-based incremental encoding,2019-05-08,2019-06-15,1166.88,PLN
"Universidad Tecnologica ""Vicente Perez Rosales""",San Antonio,Chile,Quality Control Specialist,Triple-buffered zero tolerance model,2018-04-13,2018-06-12,9577.01,CLP
Yunnan Normal University,Wangcun,China,Senior Cost Accountant,User-centric demand-driven encryption,2018-10-31,2019-01-05,3405.35,CNY
Universitas Andalas,Fatubia,Indonesia,Civil Engineer,Robust zero defect standardization,2019-07-14,2020-01-03,5721.89,IDR
School of Economic Sciences,Behābād,Iran,VP Product Management,Reduced holistic hub,2017-08-26,2017-10-05,354.8,IRR
Politeknik Negeri Padang,Rapas,Indonesia,Recruiter,Function-based national firmware,2017-01-27,2017-03-21,8419.04,IDR
Instituto Superior de Ciênicas e Tecnologia de Moçambique,Manjacaze,Mozambique,Associate Professor,Streamlined national methodology,2019-02-14,2019-04-03,1258.23,MZN
Qingdao University of Science and Technology,Tongyu,China,Legal Assistant,Balanced disintermediate adapter,2016-04-02,2016-06-15,4795.77,CNY
Universitas Gadjah Mada,Kotingnatagete,Indonesia,Nuclear Power Engineer,Public-key value-added superstructure,2016-04-12,2016-07-26,8906.63,IDR
Universidad Nacional Hermilio Valdizan,Llama,Peru,Staff Scientist,Vision-oriented object-oriented policy,2019-02-09,2019-06-04,2555.25,PEN
University of Saskatchewan,Agassiz,Canada,Software Engineer II,Multi-channelled local artificial intelligence,2016-09-21,2016-11-10,396.04,CAD
Universidad Nacional de General San Martín,Campo Viera,Argentina,Assistant Professor,Virtual hybrid website,2016-12-30,2017-03-08,6230.8,ARS
Universidade dos Acores,Agrela,Portugal,Occupational Therapist,Robust bifurcated groupware,2019-06-09,2019-09-08,5453.86,EUR
University of Gadarif,Kināna,Sudan,Senior Quality Engineer,Open-source tertiary methodology,2019-10-29,2020-02-09,1905.09,SDG
West Pomeranian Business School in Szczecin,Licheń Stary,Poland,Statistician III,Horizontal homogeneous throughput,2019-03-10,2019-06-27,862.78,PLN
National Agricultural University,Kakhovka,Ukraine,Editor,Universal modular superstructure,2017-11-02,2018-03-12,8143.99,UAH
Institut Teknologi Sepuluh Nopember,Lasi Dua,Indonesia,Web Developer I,Multi-tiered foreground support,2019-11-01,2020-04-01,8595.16,IDR
Arhangelsk State Technical University,Kronshtadt,Russia,Librarian,Profit-focused impactful groupware,2017-01-29,2017-09-04,3857.4,RUB
St. Petersburg State Technological University of Plant Polymers,Strel'na,Russia,Help Desk Technician,Progressive discrete product,2019-05-18,2019-12-07,8576.91,RUB
United States International University,Maralal,Kenya,Programmer Analyst IV,User-centric 6th generation strategy,2016-04-25,2016-11-25,3657.81,KES
Liaoning University,Xincheng,China,Teacher,Devolved dynamic interface,2016-09-27,2017-03-22,6891.06,CNY
Redeemer College,Innisfil,Canada,Desktop Support Technician,Ergonomic needs-based parallelism,2016-05-07,2016-07-03,6740.12,CAD
Beijing Union University,Gaoping,China,Information Systems Manager,Down-sized reciprocal customer loyalty,2019-05-29,2019-09-20,949.12,CNY
Universidad Nacional José Faustino Sánchez Carrión,Bellavista,Peru,Geologist IV,Polarised needs-based adapter,2017-06-14,2017-08-28,7020.82,PEN
Tajikistan International University,Vakhsh,Tajikistan,Automation Specialist III,Future-proofed cohesive groupware,2016-11-25,2017-03-18,6559.42,TJS
Sokoine University of Agriculture,Kasulu,Tanzania,VP Sales,Multi-lateral asynchronous neural-net,2017-11-05,2017-12-03,1642.84,TZS
Universitas Janabadra,Watubuku,Indonesia,VP Sales,Diverse reciprocal complexity,2018-05-09,2018-07-12,8107.51,IDR
Missouri Western State College,Pajé,Comoros,Health Coach III,Grass-roots disintermediate protocol,2018-03-19,2018-04-21,6547.08,KMF
Ecole Normale Supérieure de Fontenay-Saint Cloud,Fleury-les-Aubrais,France,Programmer IV,Profit-focused eco-centric standardization,2018-12-13,2019-01-09,3729.18,EUR
LSB College,Fairview,Ireland,Software Test Engineer III,Managed tertiary forecast,2018-02-10,2018-03-07,2296.8,EUR
National Open University of Nigeria,Amassoma,Nigeria,Dental Hygienist,Mandatory static orchestration,2016-12-13,2017-05-01,5074.45,NGN
Universitas Kristen Indonesia Tomohon,Glempang Tengah,Indonesia,Account Executive,Function-based eco-centric website,2016-12-02,2016-12-25,3678.61,IDR
Urumqi Vocational University,Lubei,China,Structural Engineer,Sharable motivating extranet,2016-08-26,2017-03-14,9765.42,CNY
Zhongnan University of Finance and Economics,Meitang,China,Financial Analyst,Face to face coherent time-frame,2016-11-06,2016-12-27,6070.05,CNY
North Central Bible College,San Antonio,United States,Accounting Assistant I,Ergonomic 5th generation neural-net,2017-11-29,2018-06-16,8514.92,USD
Universitas 17 Agustus 1945 Jakarta,Kambingan,Indonesia,Associate Professor,Optimized real-time data-warehouse,2016-04-22,2016-07-05,6607.05,IDR
Utrecht University,Veghel,Netherlands,Web Developer I,Compatible 24 hour matrix,2016-04-01,2016-05-27,4187.96,EUR
Shandong University of Technology,Dayong,China,Research Nurse,Digitized real-time firmware,2016-04-30,2016-05-28,1451.55,CNY
Xi'an Academy of Fine Art,Daojiang,China,Research Associate,Seamless bi-directional initiative,2018-09-22,2018-11-25,9571.29,CNY
Technological Education Institute of Kalamata,Skála Oropoú,Greece,Geologist II,Automated needs-based service-desk,2017-12-10,2018-01-09,2068.95,EUR
Tyumen State Agricultural Academy,Kupino,Russia,Account Coordinator,Progressive optimal workforce,2016-08-30,2017-02-12,9048.57,RUB
Belarussian State Pedagogical University M. Tanka,Chervyen’,Belarus,Accounting Assistant III,Managed zero defect analyzer,2018-07-05,2019-01-23,4354.36,BYR
Shenyang Polytechnic University,Yujia,China,Marketing Manager,Multi-channelled regional internet solution,2019-01-30,2019-03-26,1521.82,CNY
Instituto Superior de Gestão - ISG,Alquerubim,Portugal,Engineer III,Right-sized 24/7 internet solution,2017-09-19,2017-12-21,2422.84,EUR
Al Mamon University College,Al ‘Awjah,Iraq,Operator,Streamlined methodical open architecture,2016-12-23,2016-12-25,4678.41,IQD
"University of Northern Virginia, Prague Campus",Měřín,Czech Republic,Paralegal,Devolved dynamic algorithm,2018-09-11,2018-10-24,5025.1,CZK
Universidade Federal de Minas Gerais,Trindade,Brazil,Quality Engineer,Ameliorated solution-oriented encoding,2016-10-02,2016-10-13,2088.11,BRL
Örebro University,Billdal,Sweden,Web Developer IV,Enterprise-wide web-enabled artificial intelligence,2017-10-06,2018-01-15,5752.76,SEK
Northern Sichuan Medical College,Gantang,China,Information Systems Manager,Integrated responsive function,2017-08-18,2017-10-23,5244.15,CNY
Universidad Autónoma de Coahuila,Santa Rosa,Mexico,Software Consultant,Cloned bifurcated functionalities,2018-02-05,2018-06-20,5652.22,MXN
Université de Savoie,Strasbourg,France,Assistant Media Planner,Total multi-state framework,2019-08-28,2019-11-28,1155.87,EUR
Université de Toamasina,Amparafaravola,Madagascar,Quality Engineer,Integrated system-worthy artificial intelligence,2017-06-20,2017-10-12,2937.57,MGA
Université de Bangui,Mbaïki,Central African Republic,Chief Design Engineer,Integrated holistic moderator,2017-05-10,2017-09-24,3263.72,XAF
Universidad del Bajío,Los Pinos,Mexico,Occupational Therapist,Automated bandwidth-monitored core,2018-08-20,2019-01-03,4155.3,MXN
University of Tasmania,Sydney,Australia,Systems Administrator I,Programmable client-server function,2018-04-04,2018-06-28,7711.24,AUD
Central Mindanao University,Pola,Philippines,VP Accounting,Reverse-engineered 6th generation toolset,2018-10-24,2018-12-13,1857.23,PHP
Qiongzhou University,Nanling,China,Occupational Therapist,User-friendly tangible benchmark,2019-07-03,2019-07-21,2816.91,CNY
Odessa National Marine University,Kostopil’,Ukraine,Nuclear Power Engineer,Front-line clear-thinking access,2018-06-26,2018-08-04,6948.42,UAH
Central China Normal University,Xiangshui,China,Compensation Analyst,Reactive radical productivity,2018-04-26,2018-07-01,8480.63,CNY
Faculdades Integradas UPIS,Itaúna,Brazil,Graphic Designer,Devolved solution-oriented protocol,2017-03-17,2017-08-20,3519.48,BRL
Henan Agriculture University,Dongla,China,Director of Sales,Enterprise-wide multi-state info-mediaries,2019-05-09,2019-06-10,6172.77,CNY
Agricultural University of Plovdiv,Batanovtsi,Bulgaria,Environmental Specialist,Grass-roots eco-centric firmware,2017-02-27,2017-06-18,3380.06,BGN
Faculdade Italo Brasileira,São Pedro da Aldeia,Brazil,Food Chemist,Diverse client-server task-force,2017-12-06,2018-03-16,6025.76,BRL
Moscow Technical University of Informatics and Communication,Khasavyurt,Russia,Cost Accountant,De-engineered high-level portal,2016-04-24,2016-10-01,3239.97,RUB
China Three Gorges University,Koramlik,China,Senior Developer,Cross-group bifurcated functionalities,2017-05-29,2017-10-11,9124.3,CNY
Stamford International University,Ban Thai Tan,Thailand,Software Consultant,Synergistic fresh-thinking middleware,2017-01-25,2017-06-19,4558.8,THB
Universitas Bhayangkara Jakarta Raya,Ringin Kembar,Indonesia,Senior Editor,Realigned 5th generation framework,2019-02-12,2019-05-09,4304.72,IDR
University of the Philippines Manila,Catarman,Philippines,Financial Advisor,Virtual secondary support,2016-12-08,2017-06-17,1153.45,PHP
Universidad Autónoma de Chiapas,San Antonio,Mexico,Associate Professor,Extended 5th generation encryption,2018-03-20,2018-07-30,8273.74,MXN
Tajik National University,Yovon,Tajikistan,Software Test Engineer II,Optional tertiary moratorium,2018-09-04,2019-03-16,9039.82,TJS
Southwest Forestry University,Anding,China,Senior Financial Analyst,Stand-alone exuding installation,2017-09-08,2018-04-03,4256.67,CNY
University of Eastern Philippines,Tagbilaran City,Philippines,Financial Advisor,Organic scalable core,2017-05-23,2017-06-16,5763.46,PHP
Centro Universitário Plinio Leite,Imperatriz,Brazil,Database Administrator IV,Visionary logistical service-desk,2019-08-10,2019-09-03,1493.95,BRL
Sun Yat-Sen University of Medical Sciences,Hanjia,China,Paralegal,Organized systematic framework,2016-06-29,2016-07-30,3096.58,CNY
Tianjin Polytechnic University,Yanwukou,China,Tax Accountant,Front-line homogeneous superstructure,2018-09-22,2018-11-27,5240.21,CNY
Build Bright University,Paôy Pêt,Cambodia,Database Administrator II,Advanced disintermediate installation,2018-04-26,2018-07-30,4432.26,KHR
Politeknik Negeri Pontianak,Andongsari,Indonesia,Quality Control Specialist,Realigned 24 hour migration,2016-04-24,2016-09-18,4367.51,IDR
Ecole Nationale Supérieur de Mécaniques et des Microtechniques,Tassin-la-Demi-Lune,France,Statistician IV,Assimilated client-driven core,2017-01-24,2017-02-14,2391.44,EUR
Ummah University,Idhnā,Palestinian Territory,Account Coordinator,Stand-alone dedicated migration,2016-07-26,2016-09-21,3432.91,ILS
Kota Kinabalu Polytechnic,Kuala Lumpur,Malaysia,Developer III,Centralized static strategy,2018-06-26,2018-11-25,7515.34,MYR
Xiamen University,Xiangcunxiang,China,Statistician I,Seamless 4th generation standardization,2016-12-22,2017-07-24,5386.83,CNY
Nepal Sanskrit University,Bharatpur,Nepal,Nurse Practicioner,Self-enabling next generation benchmark,2019-06-18,2019-12-18,6984.61,NPR
Universitas Wijaya Kusuma Surabaya,Lembongan Kawan,Indonesia,General Manager,Integrated secondary internet solution,2019-07-18,2019-08-06,8665.75,IDR
Athens School of Fine Arts,Episkopí,Greece,Senior Editor,Cross-group content-based matrices,2019-07-29,2019-11-07,2104.7,EUR
Tibet University,Siquanpu,China,Payment Adjustment Coordinator,Ergonomic hybrid attitude,2019-05-27,2019-11-04,3144.78,CNY
Zhetysu State University ,Stepnogorsk,Kazakhstan,Clinical Specialist,Stand-alone value-added secured line,2017-09-02,2017-12-08,6588.28,KZT
Universitas Sanata Dharma,Jetis,Indonesia,Budget/Accounting Analyst II,Optional encompassing synergy,2016-12-03,2017-05-12,6828.83,IDR
Silesian School of Economics and Languages,Czarna,Poland,Graphic Designer,Adaptive reciprocal task-force,2019-07-19,2019-10-27,9833.22,PLN
Universidade de Lisboa,Estoi,Portugal,Systems Administrator I,Multi-channelled radical middleware,2018-05-03,2018-08-23,1136.61,EUR
Zhezkazgan Baikonurov University,Kishkenekol’,Kazakhstan,Environmental Specialist,Fully-configurable optimizing superstructure,2016-04-20,2016-05-31,8598.46,KZT
Shenyang Pharmaceutical University,Keluke,China,Account Representative IV,Right-sized disintermediate algorithm,2016-10-23,2016-11-19,2263.51,CNY
Universidad Nacional de Lanus,Río Segundo,Argentina,Web Developer IV,Visionary neutral forecast,2017-07-03,2017-08-08,6641.14,ARS
Bangkok University,Sao Hai,Thailand,Executive Secretary,Expanded intermediate extranet,2016-04-09,2016-05-13,3569.01,THB
Universitas Kristen Duta Wacana,Godong,Indonesia,Quality Engineer,Balanced asymmetric functionalities,2017-05-12,2017-07-08,190.55,IDR
Wageningen University,Heerlen,Netherlands,Legal Assistant,Vision-oriented multi-tasking customer loyalty,2018-08-15,2019-01-28,4074.36,EUR
Ateneo de Zamboanga University,Lalig,Philippines,Programmer Analyst III,Balanced 24 hour installation,2019-07-10,2019-09-06,8061.83,PHP
Universidad de Guadalajara,Morelos,Mexico,Project Manager,Synergized solution-oriented hierarchy,2017-07-29,2017-12-10,6380.84,MXN
Xi'an International Studies University,Shuangmiao,China,VP Marketing,Object-based motivating concept,2017-09-05,2018-02-18,8915.16,CNY
University of North Carolina at Charlotte,Rochester,United States,Civil Engineer,Inverse asymmetric project,2019-03-09,2019-07-14,313.07,USD
Siam Technology College,Uthai Thani,Thailand,Design Engineer,Business-focused tangible collaboration,2019-03-07,2019-05-17,6140.39,THB
Universitas Islam Jakarta,Banyuurip,Indonesia,VP Product Management,Quality-focused client-server portal,2019-02-09,2019-04-15,7571.96,IDR
Hohai University Changzhou,Gunan,China,Web Designer I,Assimilated multimedia policy,2019-09-25,2020-01-13,5252.21,CNY
Universidade do Grande Rio,Rio Bonito,Brazil,VP Accounting,Expanded stable moratorium,2018-01-15,2018-04-26,5280.51,BRL
Gotland University College,Svalöv,Sweden,Environmental Tech,Face to face bandwidth-monitored workforce,2019-05-01,2019-09-14,1768.59,SEK
University of the Philippines Open University,Budta,Philippines,Marketing Manager,Business-focused transitional projection,2019-10-08,2020-02-14,6825.95,PHP
Academy of Fine Arts,Karvia,Finland,Recruiting Manager,User-centric client-server productivity,2019-05-09,2019-10-06,523.61,EUR
Université Épiscopale d'Haiti,Petite Anse,Haiti,Paralegal,Centralized zero tolerance benchmark,2016-03-09,2016-08-20,5232.91,HTG
Umea University,Stockholm,Sweden,Project Manager,Organic bottom-line process improvement,2019-09-09,2020-01-06,2657.2,SEK
Wuhan University of Technology,Bahui,China,Account Representative IV,Programmable zero defect support,2016-08-29,2017-01-14,5443.49,CNY
University of New York in Prague,Chřibská,Czech Republic,Registered Nurse,Multi-layered multimedia array,2017-03-09,2017-04-06,8757.0,CZK
National Agricultural University,Navariya,Ukraine,Financial Advisor,Polarised uniform projection,2019-09-12,2020-02-12,6625.36,UAH
Yangtze Normal University,Annan,China,Structural Analysis Engineer,Organic optimizing strategy,2019-03-09,2019-06-17,405.8,CNY
Universitas Atma Jaya Yogyakarta,Klapagading,Indonesia,Librarian,Secured impactful emulation,2016-11-05,2017-02-14,2570.55,IDR
Sichuan Agricultural University,Tianxing,China,Programmer Analyst IV,Balanced bi-directional orchestration,2019-09-05,2019-09-21,7782.76,CNY
Ecole Nationale du Génie de l'Eau et de l'Environnement de Strasbourg,Lille,France,Tax Accountant,Secured systemic standardization,2018-08-17,2018-12-23,7890.88,EUR
Nara Medical University,Hitachi,Japan,Business Systems Development Analyst,Diverse reciprocal intranet,2019-07-22,2019-09-26,4710.43,JPY
Instituto Tecnológico de Santo Domingo,Río Grande,Dominican Republic,Software Test Engineer II,Open-architected explicit interface,2017-12-08,2018-06-18,2624.59,DOP
St. Petersburg State University of Culture and Arts,Batagay-Alyta,Russia,Financial Analyst,Streamlined methodical throughput,2019-04-21,2019-05-08,2303.64,RUB
University of Zagreb,Hrvace,Croatia,Assistant Manager,Virtual next generation toolset,2019-05-24,2019-07-02,7636.73,HRK
Xinjiang Agriculture University,Bayan Qagan,China,Database Administrator I,Advanced methodical alliance,2016-08-15,2017-02-05,597.24,CNY
"Federal Polytechnic Bauchi, Nigeria",Dakingari,Nigeria,Engineer IV,Right-sized bandwidth-monitored secured line,2016-12-27,2017-02-24,6633.77,NGN
National University of Laos,Phonsavan,Laos,Media Manager II,Profound 3rd generation encoding,2017-06-04,2017-08-21,2782.1,LAK
Universidad de Ciencias Empresariales y Sociales,Villa Santa Rosa,Argentina,Marketing Manager,Synergized exuding firmware,2016-03-15,2016-04-21,8299.11,ARS
University of West Bohemia,Veltruby,Czech Republic,Marketing Manager,Reduced 4th generation monitoring,2016-07-06,2016-11-15,9535.3,CZK
Pontificia Universidad Católica del Perú,Minas de Marcona,Peru,VP Accounting,Balanced actuating portal,2016-07-20,2017-01-16,8788.63,PEN
University of Central Greece,Archángelos,Greece,Registered Nurse,Balanced tangible forecast,2018-12-27,2019-05-13,5087.74,EUR
Universitas Atma Jaya Yogyakarta,Cijambe,Indonesia,Administrative Officer,Progressive client-server knowledge base,2016-11-27,2017-04-25,2759.9,IDR
Universidad Católica Popular del Risaralda,San Martín,Colombia,Geological Engineer,Proactive analyzing array,2018-07-26,2018-11-12,1381.29,COP
Universitas Persada Indonesia Y.A.I,Dami,Indonesia,Financial Advisor,Virtual uniform complexity,2018-02-26,2018-05-19,9211.85,IDR
University of Veterinary and Pharmaceutical Science,Jindřichov,Czech Republic,Systems Administrator III,Secured scalable throughput,2016-06-28,2016-10-12,869.22,CZK
Universidade do Estado da Bahia,Jaciara,Brazil,Engineer I,Configurable neutral array,2016-11-20,2017-04-17,4245.92,BRL
"Music Academy ""Karol Szymanowski"" in Katowice",Włoszakowice,Poland,Information Systems Manager,Operative discrete Graphical User Interface,2019-06-23,2019-08-31,4138.39,PLN
Hunan Normal University,Guanshan,China,Database Administrator I,Progressive background extranet,2019-07-29,2020-02-02,265.64,CNY
